bookTitle,authorName,average_rating,num_ratings,genres
"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins,4.23,"48,100",Fantasy
Hard Rain Falling,Don Carpenter,4.15,"5,488",Young Adult
Das geheimnis der blumen,Mykhaella Caponi,5.0,8,Fiction
The Bird's Nest,Shirley Jackson,3.73,"6,098",Young Adult
"March: Book One (March, #1)",John             Lewis,4.35,"55,272",Mystery
"Under Heaven (Under Heaven, #1)",Guy Gavriel Kay,4.17,"15,541",Adventure
The Book of Disquiet,Fernando Pessoa,4.41,"30,856",Self-Help
The Night Manager,John le Carré,3.84,"20,552",Young Adult
"Resurrection (Wicked, #5)",Nancy Holder,3.95,"10,633",Science Fiction
"The Will (Magdalene, #1)",Kristen Ashley,4.28,"29,938",Self-Help
Her Body and Other Parties: Stories,Carmen Maria Machado,3.85,"89,866",Graphic Novel
"One Step Behind  (Kurt Wallander, #7)",Henning Mankell,4.1,"21,087",Science Fiction
"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,4.45,"6,495",Romance
"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,4.17,"150,056",Poetry
The Dice Man,Luke Rhinehart,3.55,"20,480",Fiction
"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,4.08,"79,050",Fiction
"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,3.91,"91,057",Romance
"Father and I Were Ranchers (Little Britches, #1)",Ralph Moody,4.27,"14,538",Biography
The Wednesday Wars,Gary D. Schmidt,4.11,"43,374",Poetry
Scat,Carl Hiaasen,3.96,"20,530",Romance
All Around the Town,Mary Higgins Clark,3.98,"28,114",Fiction
"Valiant (Modern Faerie Tales, #2)",Holly Black,3.82,"44,698",Adventure
Between,Jessica Warman,3.95,"9,824",Fantasy
Fallout: Equestria,kkat,4.63,665,Science Fiction
"De brief voor de koning (De brief voor de koning, #1)",Tonke Dragt,4.17,"12,431",Historical
Archer's Goon,Diana Wynne Jones,4.08,"4,857",Thriller
"Forever Princess (The Princess Diaries, #10)",Meg Cabot,4.11,"37,029",Self-Help
The Fortress,Meša Selimović,4.67,"5,441",Young Adult
"Mister Monday (The Keys to the Kingdom, #1)",Garth Nix,3.8,"38,677",Horror
"The Healer's Apprentice (Hagenheim, #1)",Melanie Dickerson,3.82,"22,985",Fiction
"Point Blank (Alex Rider, #2)",Anthony Horowitz,4.11,"60,080",Self-Help
System Change (System Universe #1),SunriseCV,4.42,"6,736",Graphic Novel
"Sahara (Dirk Pitt, #11)",Clive Cussler,3.99,"59,088",Horror
"The Last Coyote (Harry Bosch, #4)",Michael Connelly,4.25,"76,656",Graphic Novel
Wilder Girls,Rory Power,3.46,"88,574",Science Fiction
A Long Way Down,Nick Hornby,3.44,"88,105",Historical
Tom's Midnight Garden,Philippa Pearce,4.05,"26,551",Biography
"Seizure (Virals, #2)",Kathy Reichs,4.15,"15,507",Young Adult
"The Woman Who Walked Into Doors (Paula Spencer, #1)",Roddy Doyle,3.85,"10,790",Fantasy
"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,3.83,"41,129",Romance
The Lesbiana's Guide to Catholic School,Sonora Reyes,4.29,"21,780",Self-Help
Quantum Radio,A.G. Riddle,4.13,"12,266",Nonfiction
The Man with the Golden Arm,Nelson Algren,3.87,"3,050",Nonfiction
Black Spring,Henry Miller,3.82,"5,337",Poetry
"Czas pogardy (Saga o Wiedźminie, #2)",Andrzej Sapkowski,4.16,"143,370",Adventure
"A Girl of the Limberlost (Limberlost, #2)",Gene Stratton-Porter,4.16,"21,335",Mystery
"King Solomon's Mines (Allan Quatermain, #1)",H. Rider Haggard,3.79,"49,685",Horror
"Goddess (Starcrossed, #3)",Josephine Angelini,4.22,"33,499",Historical
This Is Your Brain on Music,Daniel J. Levitin,3.89,"63,790",Horror
"Whirlwind (Asian Saga, #6)",James Clavell,3.86,"7,843",Fantasy
"Thin Air (Jessica Shaw, #1)",Lisa    Gray,3.94,"49,710",Horror
BEHIND CLOSED DOORS: A Daughter's Story,Daniella Dechristopher,4.01,"3,612",Adventure
The Wolves in the Walls,Neil Gaiman,4.04,"18,210",Self-Help
"All-American Girl (All-American Girl, #1)",Meg Cabot,3.75,"69,223",Romance
The Heretic Queen,Michelle    Moran,4.21,"25,324",Fantasy
A Curse Dark as Gold,Elizabeth C. Bunce,3.61,"13,872",Adventure
"Vision in White (Bride Quartet, #1)",Nora Roberts,4.12,"138,908",Fantasy
"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",Jessica Day George,4.06,"22,390",Poetry
"Dark Secrets 1 (Dark Secrets, #1-2)",Elizabeth Chandler,4.17,"12,597",Poetry
Contempt,Alberto Moravia,3.94,"5,203",Fantasy
"The Price of Salt, or Carol",Patricia Highsmith,4.02,"71,234",Young Adult
In the Skin of a Lion,Michael Ondaatje,3.85,"18,299",Philosophy
Drowning Ruth,Christina Schwarz,3.74,"83,285",Fiction
"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,4.32,"41,204",Mystery
Peer-e-Kamil/پیر کامل,Umera Ahmed,4.46,"10,127",Horror
August: Osage County,Tracy Letts,4.14,"18,376",Fantasy
Airman,Eoin Colfer,4.15,"20,219",Science Fiction
"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,4.37,"72,127",Poetry
"The Red Scrolls of Magic (The Eldest Curses, #1)",Cassandra Clare,4.11,"52,747",Science Fiction
Tippy the Knight,Julie Mannino,4.31,49,Philosophy
"Nice Girls Don't Have Fangs (Jane Jameson, #1)",Molly Harper,3.91,"26,273",Nonfiction
"Ransom (Highlands' Lairds, #2)",Julie Garwood,4.33,"36,087",Fiction
"Spider's Bite (Elemental Assassin, #1)",Jennifer Estep,3.88,"34,626",Biography
The Strange Library,Haruki Murakami,3.55,"61,630",Biography
A Dog's Life: Autobiography of a Stray,Ann M. Martin,4.22,"15,713",Historical
From the Corner of His Eye,Dean Koontz,4.06,"33,595",Nonfiction
Mockingbird,Kathryn Erskine,4.2,"34,543",Biography
"Hidden (Firelight, #3)",Sophie Jordan,3.83,"20,632",Horror
Stumbling on Happiness,Daniel Todd Gilbert,3.82,"61,229",Historical
The Girls I've Been,Tess Sharpe,4.07,"42,414",Graphic Novel
Arctic Storm Rising (Nick Flynn #1),Dale Brown,4.31,"5,129",Historical
All My Knotted-Up Life: A Memoir,Beth Moore,4.48,"34,711",Historical
Why They Marched: Untold Stories of the Women Who Fought for the Right to Vote,Susan Ware,3.89,824,Mystery
"Out of Bounds (Inspector Karen Pirie, #4)",Val McDermid,4.16,"10,577",Mystery
Salem Falls,Jodi Picoult,3.84,"84,077",Nonfiction
Fox in Socks,Dr. Seuss,4.1,"63,968",Self-Help
"Pleasure of a Dark Prince (Immortals After Dark, #8)",Kresley Cole,4.37,"44,785",Poetry
The Mother-Daughter Book Club,Heather Vogel Frederick,4.05,"14,611",Adventure
"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,4.11,"43,735",Nonfiction
Time Regained,Marcel Proust,4.51,"7,190",Young Adult
"1Q84 (1Q84, #3)",Haruki Murakami,3.92,"42,262",Romance
"Ashes (Ashes Trilogy, #1)",Ilsa J. Bick,3.94,"25,464",Poetry
Sustainable & Responsible Investing 360°: Lessons Learned from World Class Investors,R. Scott Arnell,4.28,751,Graphic Novel
"Law Man (Dream Man, #3)",Kristen Ashley,4.3,"45,620",Thriller
"The Rats (Rats, #1)",James Herbert,3.93,"22,005",Philosophy
Cat on a Hot Tin Roof,Tennessee Williams,4.06,"60,957",Horror
Beneath the Wheel,Hermann Hesse,3.87,"19,255",Historical
The Dinner,Herman Koch,3.22,"162,679",Self-Help
"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,3.84,"27,337",Poetry
"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,3.74,"24,591",Fantasy
Hop On Pop,Dr. Seuss,4.03,"57,296",Thriller
Chasm City,Alastair Reynolds,4.13,"25,276",Self-Help
"Fever (The Chemical Garden, #2)",Lauren DeStefano,3.78,"45,195",Fiction
The Invisible Bridge,Julie Orringer,4.18,"52,834",Fantasy
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Jenna Miscavige Hill,3.77,"39,119",Horror
As Long as the Lemon Trees Grow,Zoulfa Katouh,4.51,"48,003",Adventure
"Kushiel's Mercy (Imriel's Trilogy, #3)",Jacqueline Carey,4.33,"17,747",Philosophy
Four Quartets,T.S. Eliot,4.37,"18,160",Historical
Enchanters' End Game (The Belgariad #5),David Eddings,4.19,"92,632",Thriller
Batman: Dark Victory,Jeph Loeb,4.16,"32,955",Fiction
The Wings of the Dove,Henry James,3.79,"17,068",Philosophy
Strangers on a Train,Patricia Highsmith,3.73,"32,119",Romance
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,4.22,"62,546",Mystery
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,4.45,"46,451",Mystery
Girl Missing (Kaitlyn Carr #1),Kate Gable,3.93,"10,563",Biography
"Black Sun Rising (The Coldfire Trilogy, #1)",C.S. Friedman,3.94,"18,880",Philosophy
"Darker After Midnight (Midnight Breed, #10)",Lara Adrian,4.37,"19,494",Fiction
"Burn for Burn (Burn for Burn, #1)",Jenny Han,3.8,"32,951",Horror
Path of Destruction (Star Wars: Darth Bane #1),Drew Karpyshyn,4.33,"31,327",Philosophy
"Antes de diciembre (Meses a tu lado, #1)",Joana Marcús,4.42,"101,390",Biography
Pelosi,Molly  Ball,4.15,"2,804",Graphic Novel
The Housekeeper and the Professor,Yōko Ogawa,4.05,"75,094",Horror
I Too Had a Love Story,Ravinder Singh,3.63,"41,871",Science Fiction
Mahabharata,C. Rajagopalachari,4.31,"11,227",Fantasy
"Concrete Rose (The Hate U Give, #0)",Angie Thomas,4.39,"59,451",Biography
The Lost Man,Jane Harper,4.16,"98,901",Adventure
"Tress of the Emerald Sea (The Cosmere, #28)",Brandon Sanderson,4.43,"118,657",Fantasy
R.U.R.,Karel Čapek,3.83,"14,473",Romance
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Sam Kean,3.93,"51,497",Historical
"Ancient Blood: A Novel of the Hegemony (The Order Saga, #1)",Brian McKinley,4.29,161,Graphic Novel
"Predestined (Existence, #2)",Abbi Glines,4.05,"39,768",Philosophy
Shakespeare: The World as Stage,Bill Bryson,3.81,"45,971",Science Fiction
Scrappy Little Nobody,Anna Kendrick,3.86,"97,086",Philosophy
"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,3.94,"51,466",Adventure
"Daughter of the Moon Goddess (The Celestial Kingdom Duology, #1)",Sue Lynn Tan,4.11,"85,054",Fantasy
"Here's to Us (What If It's Us, #2)",Becky Albertalli,4.03,"32,083",Horror
Player Piano,Kurt Vonnegut Jr.,3.9,"56,895",Graphic Novel
The King in Yellow and Other Horror Stories,Robert W. Chambers,3.69,"8,593",Horror
The Colorado Kid,Stephen King,3.38,"52,505",Poetry
The Storyteller: Tales of Life and Music,Dave Grohl,4.48,"135,415",Nonfiction
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Tony Robbins,4.15,"71,151",Biography
The Complete Works of H.P. Lovecraft,H.P. Lovecraft,4.35,"17,912",Adventure
Der Sandmann,E.T.A. Hoffmann,3.58,"21,871",Young Adult
"The Absolute Sandman, Volume 3",Neil Gaiman,4.69,"7,899",Adventure
"Princess in the Spotlight (The Princess Diaries, #2)",Meg Cabot,3.71,"63,329",Thriller
"Claudius the God and His Wife Messalina (Claudius, #2)",Robert Graves,4.21,"15,192",Self-Help
"Anybody Out There? (Walsh Family, #4)",Marian Keyes,3.93,"63,702",Thriller
"Whispers of the Dead (David Hunter, #3)",Simon Beckett,4.14,"15,009",Fantasy
"Mistress of Rome (The Empress of Rome, #1)",Kate Quinn,4.03,"24,658",Self-Help
Extraordinary Means,Robyn Schneider,3.93,"21,383",Mystery
"As Sure as the Dawn (Mark of the Lion, #3)",Francine Rivers,4.41,"41,299",Thriller
"Ilium (Ilium, #1)",Dan Simmons,4.04,"30,367",Graphic Novel
First Blood,David Morrell,4.04,"9,822",Romance
"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott,4.18,"59,083",Fiction
The Marriage Plot,Jeffrey Eugenides,3.47,"121,081",Self-Help
From Here to Eternity,James  Jones,4.08,"17,594",Biography
A Long Walk to Water,Linda Sue Park,4.26,"88,507",Historical
The Narrow Road to the Deep North,Richard Flanagan,4.03,"57,056",Graphic Novel
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.56,"8,901",Horror
Amazonia,James Rollins,4.15,"33,509",Young Adult
The Ruins,Scott        Smith,3.68,"52,196",Fantasy
Monday's Not Coming,Tiffany D. Jackson,4.25,"52,417",Graphic Novel
The Hive,Gregg Olsen,3.83,"19,918",Historical
Memories of Midnight,Sidney Sheldon,3.74,"19,834",Adventure
The Winter's Tale,William Shakespeare,3.71,"33,424",Science Fiction
"Poseidon’s Children (The Legacy of the Gods, #1)",Michael  West,3.51,435,Adventure
The Unknown Soldier,Väinö Linna,4.04,"7,085",Horror
Pirates!,Celia Rees,3.84,"16,505",Romance
A Lover's Discourse: Fragments,Roland Barthes,4.36,"11,494",Thriller
"The Hobbit, Part One",J.R.R. Tolkien,4.31,"377,743",Young Adult
The Thing About Jellyfish,Ali Benjamin,4.1,"40,089",Thriller
Dad Is Fat,Jim Gaffigan,3.77,"77,456",Poetry
"Shatter Me (Shatter Me, #1)",Tahereh Mafi,3.86,"891,043",Self-Help
Water Music,T. Coraghessan Boyle,4.2,"5,064",Nonfiction
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,4.17,"124,067",Philosophy
"Ruin (Ruin, #1)",Rachel Van Dyken,4.16,"40,559",Philosophy
A Night Divided,Jennifer A. Nielsen,4.34,"40,525",Philosophy
"Archangel (Samaria, #1)",Sharon Shinn,4.04,"10,619",Poetry
The Water Is Wide,Pat Conroy,4.16,"24,728",Nonfiction
Message From Nam,Danielle Steel,4.11,"11,938",Philosophy
The Death of Mrs. Westaway,Ruth Ware,3.81,"176,011",Poetry
"Midnight Obsession (Midnight, #4)",Melinda Leigh,4.32,"16,004",Young Adult
Klara and the Sun,Kazuo Ishiguro,3.75,"339,359",Philosophy
Dhalgren,Samuel R. Delany,3.77,"11,425",Fantasy
The Peach Keeper,Sarah Addison Allen,3.86,"62,597",Science Fiction
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.05,"52,918",Fantasy
Where the Forest Meets the Stars,Glendy Vanderah,4.14,"193,237",Philosophy
My Lovely Wife,Samantha  Downing,3.84,"143,347",Young Adult
"Father Mine (Black Dagger Brotherhood, #6.5)",J.R. Ward,4.47,"42,233",Biography
South of Broad,Pat Conroy,3.85,"47,902",Graphic Novel
"Beauty from Pain (Beauty, #1)",Georgia Cates,4.22,"56,114",Historical
"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,4.29,"38,290",Mystery
"Sword in the Storm (The Rigante, #1)",David Gemmell,4.29,"11,937",Horror
"The Waking (Ruin, #1)",Lucian Bane,3.91,733,Poetry
"The Empty Grave (Lockwood & Co., #5)",Jonathan Stroud,4.62,"22,673",Philosophy
"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,4.11,"139,293",Young Adult
Sadako and the Thousand Paper Cranes,Eleanor Coerr,4.13,"26,823",Biography
"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,4.29,"304,046",Science Fiction
This Is How It Always Is,Laurie Frankel,4.28,"190,668",Romance
"Misty of Chincoteague (Misty, #1)",Marguerite Henry,4.07,"45,621",Poetry
The Flanders Panel,Arturo Pérez-Reverte,3.79,"24,565",Philosophy
A Shepherd Looks at Psalm 23,W. Phillip Keller,4.48,"12,973",Biography
A Rose in Winter,Kathleen E. Woodiwiss,4.18,"12,153",Mystery
"Vengeance in Death (In Death, #6)",J.D. Robb,4.35,"43,606",Nonfiction
"The Fionavar Tapestry (The Fionavar Tapestry, #1-3)",Guy Gavriel Kay,4.23,"7,546",Poetry
"Brothers in Arms (Vorkosigan Saga, #5)",Lois McMaster Bujold,4.2,"18,142",Thriller
Night in the Lonesome October,Richard Laymon,3.85,"3,851",Historical
"Dark Inside (Dark Inside, #1)",Jeyn Roberts,3.91,"9,076",Thriller
"The Perfect Game (The Perfect Game, #1)",J. Sterling,3.94,"57,803",Adventure
"Kiss of the Night (Dark-Hunter, #4)",Sherrilyn Kenyon,4.22,"44,448",Graphic Novel
The Do-Over,Lynn Painter,3.96,"90,394",Romance
Measure for Measure,William Shakespeare,3.67,"28,683",Poetry
"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,4.12,"52,850",Historical
"The Story of the Lost Child (The Neapolitan Novels, #4)",Elena Ferrante,4.44,"137,768",Young Adult
I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,4.02,"69,384",Horror
The Time in Between,María Dueñas,4.18,"44,293",Thriller
A Touch of Innocence (Touch #1),Julie Mannino,4.05,66,Romance
"Triple Deception (Remmich/Miller, #4)",Karl Braungart,4.31,929,Fiction
"Speak, Memory",Vladimir Nabokov,4.08,"16,472",Fiction
"The Door Within (The Door Within, #1)",Wayne Thomas Batson,3.95,"8,343",Romance
The Brethren,John Grisham,3.76,"96,201",Romance
The Recognitions,William Gaddis,4.2,"5,699",Graphic Novel
The History of Joseph Smith by His Mother,Lucy Mack Smith,4.26,"5,174",Historical
No Great Mischief,Alistair MacLeod,4.02,"11,675",Nonfiction
"Fall of Kings (Troy, #3)",David Gemmell,4.41,"10,264",Graphic Novel
The Book of the New Sun,Gene Wolfe,4.22,"4,216",Self-Help
"Perfect Timing (Kendrick/Coulter/Harrigan, #11)",Catherine Anderson,4.11,"2,404",Graphic Novel
Shit my History Teacher DID NOT tell me!,Karl Wiggins,4.09,285,Horror
"The Hive Queen (Wings of Fire, #12)",Tui T. Sutherland,4.49,"13,824",Young Adult
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.65,"1,912,342",Poetry
Into the Forest,Jean Hegland,3.81,"15,402",Philosophy
"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore,3.81,"45,192",Fiction
"Endless (The Violet Eden Chapters, #4)",Jessica Shirvington,4.51,"10,548",Young Adult
"Magic Rises (Kate Daniels, #6)",Ilona Andrews,4.45,"58,511",Historical
"Talon (Talon, #1)",Julie Kagawa,3.76,"31,140",Biography
"Binti (Binti, #1)",Nnedi Okorafor,3.87,"73,323",Biography
The Problem of Pain,C.S. Lewis,4.13,"63,807",Thriller
"Burn for Me (Hidden Legacy, #1)",Ilona Andrews,4.31,"61,638",Fantasy
The Road to Little Dribbling: Adventures of an American in Britain,Bill Bryson,3.72,"36,334",Self-Help
Three Junes,Julia Glass,3.57,"44,546",Graphic Novel
The Happiness Project,Gretchen Rubin,3.65,"172,711",Historical
عائد إلى حيفا,Ghassan Kanafani,4.37,"23,398",Fantasy
Heaven Has No Favorites,Erich Maria Remarque,4.26,"13,407",Mystery
Sister,Rosamund Lupton,3.77,"53,630",Romance
Platform,Michel Houellebecq,3.81,"22,805",Nonfiction
"The Touch: A Supernatural Story (The Touch, #1)",Robert Flynn III,3.62,416,Graphic Novel
Train Dreams,Denis Johnson,3.9,"24,107",Adventure
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,4.27,"538,266",Thriller
Magic's Price (The Last Herald-Mage #3),Mercedes Lackey,4.27,"21,695",Biography
"Bone, Vol. 1: Out from Boneville (Bone, #1)",Jeff Smith,4.19,"88,561",Science Fiction
The Unabridged Journals of Sylvia Plath,Sylvia Plath,4.25,"22,887",Young Adult
Still Life,Joe Donnelly,4.01,83,Graphic Novel
"Perfect (Impulse, #2)",Ellen Hopkins,4.32,"29,427",Romance
Brief Interviews with Hideous Men,David Foster Wallace,3.84,"29,467",Poetry
"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,4.42,"148,177",Mystery
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,3.95,"252,079",Fiction
"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,4.47,"150,903",Fantasy
"The Seventh Scroll (Ancient Egypt, #2)",Wilbur Smith,4.15,"20,892",Thriller
"Heat Wave (Nikki Heat, #1)",Richard Castle,3.57,"65,612",Biography
"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,4.07,"64,755",Fiction
"The Staff of Serapis (Demigods & Magicians, #2)",Rick Riordan,4.29,"32,008",Philosophy
Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa,4.14,"8,921",Thriller
The Lusiads,Luís de Camões,4.0,"8,664",Fantasy
Clown Girl,Monica Drake,3.48,"5,245",Historical
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.38,"335,053",Romance
"Heartstopper: Volume Five (Heartstopper, #5)",Alice Oseman,4.51,"113,038",Horror
The Taking,Dean Koontz,3.79,"40,712",Fantasy
"Twice Tempted (Night Prince, #2)",Jeaniene Frost,4.26,"43,295",Poetry
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,4.04,"43,328",Fiction
Dos velas para el diablo,Laura Gallego,4.05,"8,565",Fiction
The Melancholy Death of Oyster Boy and Other Stories,Tim Burton,4.12,"39,948",Young Adult
This Time It's Real,Ann Liang,4.03,"14,394",Horror
Ethics,Baruch Spinoza,4.1,"18,000",Romance
"A Kingdom of Dreams (Westmoreland, #1)",Judith McNaught,4.21,"53,708",Mystery
Creation,Gore Vidal,4.23,"4,615",Fantasy
The House of Sleep,Jonathan Coe,3.94,"11,845",Horror
Wiseguy,Nicholas Pileggi,4.23,"18,729",Poetry
"Gateway (Heechee Saga, #1)",Frederik Pohl,4.06,"44,928",Biography
Red Russia,Tanya Thompson,4.06,"8,893",Fiction
"City of the Beasts (Eagle and Jaguar, #1)",Isabel Allende,3.74,"40,791",Poetry
"Perfect (Pretty Little Liars, #3)",Sara Shepard,3.94,"70,167",Self-Help
No One Belongs Here More Than You,Miranda July,3.8,"40,340",Fantasy
Restart,Gordon Korman,4.19,"40,047",Horror
Kim,Rudyard Kipling,3.7,"37,738",Horror
Suicide Notes,Michael Thomas Ford,3.82,"46,070",Nonfiction
"Freedom™ (Daemon, #2)",Daniel Suarez,4.26,"28,764",Philosophy
"Spy Glass (Glass, #3)",Maria V. Snyder,4.0,"17,615",Adventure
Ask and It Is Given: Learning to Manifest Your Desires,Esther Hicks,4.2,"36,122",Fiction
"The Tied Man (The Tied Man, #1)",Tabitha McGowan,4.05,"5,011",Poetry
"Teardrop (Teardrop, #1)",Lauren Kate,3.57,"27,769",Adventure
"Escaping Destiny (The Fae Chronicles, #3)",Amelia Hutchins,4.31,"26,686",Adventure
Every Man Dies Alone,Hans Fallada,4.26,"32,374",Biography
