title,author,genre,publication_year,isbn
The Magical Garden of Claude  Monet (Anholt's Artists),Laurence Anholt,Children's Books,0,764155741
Cezanne and the Apple Boy (Anholt's Artists),Laurence Anholt,Children's Books,0,764162829
Degas and the Little Dancer,Laurence Anholt,Children's Books,0,812065832
A Proud Taste for Scarlet and Miniver,E.L. Konigsburg,Children's Books,0,068984624X
Magritte's Marvelous Hat,D.B. Johnson,Children's Books,0,547558643
Picasso and the Girl with a Ponytail,Laurence Anholt,Children's Books,0,764150316
"Just Behave, Pablo Picasso!",Jonah Winter,Children's Books,0,545132916
Charlotte in Giverny,Joan MacPhail Knight,Children's Books,0,811858030
Renoir and the Boy with the Long Hair,Wendy Wax,Children's Books,0,764160419
Peter the Great,Diane Stanley,Children's Books,0,068816708X
Pippo the Fool (Junior Library Guild Selection),Tracy E. Fern,Children's Books,0,1570917930
Saint Valentine,Robert Sabuda,Children's Books,0,689824297
Kings and Queens,Eleanor Farjeon,Children's Books,0,712358501
In the Days of Queen Victoria,Eva March Tappan,Children's Books,0,1604596201
Charlotte in London,Joan Knight,Children's Books,0,811856356
Fartiste,Kathleen Krull,Children's Books,0,1416928286
Queen's Own Fool (Stuart Quartet),Jane Yolen,Children's Books,0,698119185
Picasso and Minou,P.I. Maltbie,Children's Books,0,1570916209
The Heroic Symphony,Anna Harwell Celenza,Children's Books,0,1570915091
A Boy Called Dickens,Deborah Hopkinson,Children's Books,0,375867325
Vivaldi and the Invisible Orchestra (Christy Ottaviano Books),Stephen Costanza,Children's Books,0,805078010
Beethoven Lives Upstairs,Barbara Nichol,Children's Books,0,531068285
Leonardo and the Flying Boy,Laurence Anholt,Children's Books,0,764152254
Galileo,Leonard Everett Fisher,Children's Books,0,27352358
Flora and Tiger,Eric Carle,Children's Books,0,399232036
"Galileo's Journal, 1609 - 1610",Jeanne Pettenati,Children's Books,0,1570918805
The Amazing Paper Cuttings of Hans Christian Andersen,Beth Wagner Brust,Children's Books,0,395667879
Katie And The Mona Lisa,James Mayhew,Children's Books,0,053130177X
The Django,Levi Pinfold,Children's Books,0,763647888
Blackbeard,Pat Croce,Children's Books,0,762436735
William's House,Ginger Howard,Children's Books,0,761316744
Mozart Finds a Melody,Stephen Costanza,Children's Books,0,805066276
Bach's Big Adventure,Sallie Ketcham,Children's Books,0,531301400
Leonardo da Vinci (Famous Children Series),Ann Rachlin,Children's Books,0,812018281
The Big Rain,Francoise Seignobosc,Children's Books,0,974059927
Hitler's Daughter (Bccb Blue Ribbon Fiction Books (Awards)),Jackie French,Children's Books,0,60086521
A Boy Named Giotto,Paolo Guarnieri,Children's Books,0,374309310
Thanks to My Mother,Schoschana Rabinovici,Children's Books,0,141305967
The Pirate Meets the Queen,Matt Faulkner,Children's Books,0,399240381
Mary Anning and the Sea Dragon,Jeannine Atkins,Children's Books,0,374348405
What Were the Salem Witch Trials? (What Was...?),Joan Holub,Children's Books,0,448479052
Who Was Christopher Columbus?,Bonnie Bader,Children's Books,0,448463334
Who Was Sacagawea?,Judith Bloom Fradin,Children's Books,0,448424851
"The Boy Who Fell Off the Mayflower, or John Howland's Good Fortune",P. J. Lynch,Children's Books,0,763665843
Who Was Blackbeard?,James Buckley,Children's Books,0,448483084
Mr. Ferris and His Wheel,Kathryn Gibbs Davis,Children's Books,0,547959222
"Who Was Martin Luther King, Jr.?",Bonnie Bader,Children's Books,0,448447231
Who Was Milton Hershey?,James Buckley,Children's Books,0,448479362
I am Rosa Parks (Ordinary People Change the World),Brad Meltzer,Children's Books,0,803740859
Who Was Henry Ford?,Michael Burgan,Children's Books,0,448479575
Who Was Isaac Newton?,Janet Pascal,Children's Books,0,448479133
Leif the Lucky,Ingri d E  EAulaire,Children's Books,0,816695458
Who Was Betsy Ross?,James Buckley,Children's Books,0,448482436
Squanto and the Miracle of Thanksgiving,Eric Metaxas,Children's Books,0,1400320399
Abe Lincoln's Hat (Step into Reading),Martha Brenner,Children's Books,0,679849777
Sadako and the Thousand Paper Cranes (Puffin Modern Classics),Eleanor Coerr,Children's Books,0,142401137
Through My Eyes,Ruby Bridges,Children's Books,0,590189239
Who Was Davy Crockett?,Gail Herman,Children's Books,0,448467046
Who Was Thomas Jefferson?,Dennis Brindell Fradin,Children's Books,0,448431459
Superstars of Science,R.G. Grant,Children's Books,0,545826276
Who Was Paul Revere?,Roberta Edwards,Children's Books,0,448457156
The Butterfly,Patricia Polacco,Children's Books,0,142413062
Who Was Nelson Mandela?,Meg Belviso,Children's Books,0,448479338
Helen Keller (Scholastic Biography),Margaret Davidson,Children's Books,0,590424041
"The True Story of Pocahontas (Step-Into-Reading, Step 3)",Lucille Rech Penner,Children's Books,0,679861661
"Squanto, Friend Of The Pilgrims",Clyde Robert Bulla,Children's Books,0,590440551
Who Was Marco Polo?,Joan Holub,Children's Books,0,448445409
Johnny Appleseed,Steven Kellogg,Children's Books,0,688064175
Who Was J. R. R. Tolkien?,Pamela D. Pollack,Children's Books,0,448483025
Who Was Sitting Bull?,Stephanie Spinner,Children's Books,0,448479656
"Escape North! The Story of Harriet Tubman (Step-Into-Reading, Step 4)",Monica Kulling,Children's Books,0,375801545
Who Was Edgar Allan Poe?,Jim Gigliotti,Children's Books,0,448483114
Who Was Genghis Khan?,Nico Medina,Children's Books,0,448482606
Who Was Queen Elizabeth?,June Eding,Children's Books,0,448448394
Who Was Julius Caesar?,Nico Medina,Children's Books,0,448480832
Who Was Daniel Boone?,Sydelle Kramer,Children's Books,0,448439026
Who Was Winston Churchill?,Ellen Labrecque,Children's Books,0,448483009
Nelson Mandela,Kadir Nelson,Children's Books,0,61783749
Who is J.K. Rowling?,Pamela D. Pollack,Children's Books,0,448458721
Who Were the Brothers Grimm? (Who Was...?),Avery Reed,Children's Books,0,448483149
Knots in My Yo-Yo String,Jerry Spinelli,Children's Books,0,679887911
Who Was William Shakespeare?,Celeste Mannis,Children's Books,0,448439042
Who Was Laura Ingalls Wilder?,Patricia Brennan Demuth,Children's Books,0,448467062
Who Was Beatrix Potter?,Sarah Fabiny,Children's Books,0,044848305X
Going Solo,Roald Dahl,Children's Books,0,142413836
Who Was Roald Dahl?,True Kelley,Children's Books,0,448461463
"26 Fairmount Avenue (Newbery Honor Book, 2000)",Tomie dePaola,Children's Books,0,698118642
Who Was Maya Angelou?,Ellen Labrecque,Children's Books,0,448488531
Boy and Going Solo,Roald Dahl,Children's Books,0,142417416
Who Was Harriet Beecher Stowe?,Dana Meachen Rau,Children's Books,0,448483017
Mo Willems (Your Favorite Authors),Abby Colich,Children's Books,0,1476534446
Noah Webster and His Words,Jeri Chase Ferris,Children's Books,0,547390556
Who Was Charles Dickens?,Pamela D. Pollack,Children's Books,0,448479672
More About Boy,Roald Dahl,Children's Books,0,142414980
Here We All Are (A 26 Fairmount Avenue Book),Tomie dePaola,Children's Books,0,698119096
A Home for Mr. Emerson,Barbara Kerley,Children's Books,0,545350883
A Girl from Yamhill,Beverly Cleary,Children's Books,0,380727404
The Lost Garden,Laurence Yep,Children's Books,0,688137016
Harriet Beecher Stowe and the Beecher Preachers (Unforgettable Americans),Jean Fritz,Children's Books,0,698116607
Book,John Agard,Children's Books,0,076367236X
What a Year! (A 26 Fairmount Avenue Book),Tomie dePaola,Children's Books,0,142501581
Caedmon's Song,Ruth Ashby,Children's Books,0,802852416
The Moon and I,Betsy Byars,Children's Books,0,688137040
Louisa May Alcott (Childhood of Famous Americans),Beatrice Gormley,Children's Books,0,689820259
Christmas in Maine,Robert Tristram Coffin,Children's Books,0,1939017769
Where the Flame Trees Bloom,Alma Flor Ada,Children's Books,0,1416968407
Love to Langston,Tony Medina,Children's Books,0,1584302836
How to Write Your Life Story,Ralph Fletcher,Children's Books,0,60507691
Dav Pilkey (Your Favorite Authors),Kelli L. Hicks,Children's Books,0,1476534365
Who Was Michael Jackson?,Megan Stine,Children's Books,0,448484102
Little Melba and Her Big Trombone,Katheryn Russell-Brown,Children's Books,0,1600608981
Peter Tchaikovsky (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516445375
Charlie Parker Played Be Bop,Christopher Raschka,Children's Books,0,531070956
Vivaldi's Four Seasons,Anna Harwell Celenza,Children's Books,0,1570916373
"Hello, I'm Johnny Cash",G. Neri,Children's Books,0,763662453
George Handel (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516445391
Duke Ellington's Nutcracker Suite,Anna Harwell Celenza,Children's Books,0,1570917000
Who Is Dolly Parton? (Who Was...?),True Kelley,Children's Books,0,448478927
Frankie Liked to Sing,John Seven,Children's Books,0,1419716441
Taylor Swift (Real Bios),Marie Morreale,Children's Books,0,053121429X
Frederic Chopin (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516265342
This Jazz Man,Karen Ehrhardt,Children's Books,0,544339223
Johannes Brahms (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516264672
Harlem's Little Blackbird,Renee Watson,Children's Books,0,375869735
Igor Stravinsky (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516260766
George Gershwin (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516445367
Who Is Bob Dylan? (Who Was...?),Jim O'Connor,Children's Books,0,448464616
Who Is Elton John? (Who Was...?),Kirsten Anderson,Children's Books,0,448488469
The Beatles (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516261479
Ariana Grande (Real Bios),Marie Morreale,Children's Books,0,531212726
"Celia Cruz, Queen of Salsa",Veronica Chambers,Children's Books,0,142407798
Justin Bieber Confidential,Robert Scott,Children's Books,0,1438005016
Aaron Copland (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516445383
How Jelly Roll Morton Invented Jazz,Jonah Winter,Children's Books,0,1596439637
John Philip Sousa (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,051626401X
Duke Ellington (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516445405
Leonard Bernstein (Getting to Know the World's Greatest Composers),Mike Venezia,Children's Books,0,516262440
Adam Levine (Robbie Reader Contemporary Biographies),John Bankston,Children's Books,0,1680200968
Luke Bryan (Blue Banner Biography),John Bankston,Children's Books,0,168020081X
What Every Child Needs To Know About Elvis Presley,R. Bradley Snyder,Children's Books,0,1940705002
Azucar (Spanish Edition),Ivar Da Coll,Children's Books,0,1930332653
Dizzy,Jonah Winter,Children's Books,0,439507375
Pictures at an Exhibition,Anna Harwell Celenza,Children's Books,0,1570914923
What Was the March on Washington?,Kathleen Krull,Children's Books,0,448462877
"I am Martin Luther King, Jr. (Ordinary People Change the World)",Brad Meltzer,Children's Books,0,525428526
What Was the Lewis and Clark Expedition?,Judith St. George,Children's Books,0,044847901X
Who Was Jesse Owens?,James Buckley,Children's Books,0,448483076
Who Was Rosa Parks?,Yona Zeldis McDonough,Children's Books,0,448454424
"Trail of Tears (Step-Into-Reading, Step 5)",Joseph Bruchac,Children's Books,0,679890521
Who Is Barack Obama? (Who Was...?),Roberta Edwards,Children's Books,0,448453304
Who Was Jacques Cousteau?,Nico Medina,Children's Books,0,448482347
If You Lived With The Iroquois,Ellen Levine,Children's Books,0,590674455
What Was the Underground Railroad?,Yona Zeldis McDonough,Children's Books,0,448467127
Who Was Roberto Clemente?,James Buckley,Children's Books,0,448479613
If You Lived With The Indians Of The Northwest Coast,Anne Kamma,Children's Books,0,439260779
What Was the First Thanksgiving?,Joan Holub,Children's Books,0,448464632
If You Lived With The Hopi Indians,Anne Kamma,Children's Books,0,590397265
Portraits of Hispanic American Heroes,Juan Felipe Herrera,Children's Books,0,803738099
Who Is Michelle Obama? (Who Was...?),Megan Stine,Children's Books,0,448478633
Teammates,Peter Golenbock,Children's Books,0,152842861
Just Being Audrey,Margaret Cardillo,Children's Books,0,006185283X
Who Is Steven Spielberg? (Who Was...?),Stephanie Spinner,Children's Books,0,448479354
"The Great Houdini (Step-Into-Reading, Step 4)",Monica Kulling,Children's Books,0,679885730
Who Was Annie Oakley?,Stephanie Spinner,Children's Books,0,448424975
Demi Lovato (Rising Stars),Kristen Rajczak,Children's Books,0,1433958880
Who Was Jim Henson?,Joan Holub,Children's Books,0,448454068
The World's Greatest Elephant,Ralph Helfer,Children's Books,0,399241906
Who Was Alfred Hitchcock?,Pamela D. Pollack,Children's Books,0,448482371
Ross Lynch (Real Bios),Marie Morreale,Children's Books,0,531216659
Who Was Maria Tallchief?,Catherine Gourley,Children's Books,0,448426757
A Picture Book of Harry Houdini (Picture Book Biography),David A. Adler,Children's Books,0,823423026
Criss Angel (Modern Role Models),Gail B. Stewart,Children's Books,0,1422207846
The Cast of Girl Meets World (Real Bios),Marie Morreale,Children's Books,0,531216640
A Spotlight for Harry (A Stepping Stone Book(TM)),Eric A. Kimmel,Children's Books,0,037585696X
100 Reasons to Love Ryan Gosling,Joanna Benecke,Children's Books,0,859655016
Zendaya,Emily Klein,Children's Books,0,545675073
I Dreamed I Was a Ballerina,Anna Pavlova,Children's Books,0,689846762
Tom Thumb,Richard Jesse Watson,Children's Books,0,152892818
Jake Gyllenhall (Stars in the Spotlight),Colleen Adams,Children's Books,0,1404235140
Pro Wrestling Greats (The Best of the Best),Ann Weil,Children's Books,0,142967251X
Ira's Shakespeare Dream,Glenda Armand,Children's Books,0,1620141558
Action! Making Movies (Time for Kids Nonfiction Readers),Sarah Garza,Children's Books,0,1433349493
Who Was Ronald Reagan?,Joyce Milton,Children's Books,0,448433443
Abraham Lincoln (Bicentennial Edition),Ingri and Edgar Parin D'Aulaire,Children's Books,0,1893103269
Who Was Franklin Roosevelt?,Margaret Frith,Children's Books,0,448453460
The Amazing Life of Benjamin Franklin,James Cross Giblin,Children's Books,0,439810655
Who Was Frederick Douglass?,April Jones Prince,Children's Books,0,448479117
Who Was Ulysses S. Grant?,Megan Stine,Children's Books,0,448478943
A Picture Book of George Washington (Picture Book Biography),David A. Adler,Children's Books,0,823408000
U.S. Presidents (Ken Jennings' Junior Genius Guides),Ken Jennings,Children's Books,0,1442473320
Looking at Lincoln,Maira Kalman,Children's Books,0,039924039X
Meet George Washington (Landmark Books),Joan Heilbroner,Children's Books,0,375803971
The Great Little Madison (Unforgetable Americans),Jean Fritz,Children's Books,0,698116216
Who's on Mount Rushmore? Box Set (Who Was...?),Nancy Harrison,Children's Books,0,448482908
Who Was Robert E. Lee?,Bonnie Bader,Children's Books,0,448479095
"What's the Big Idea, Ben Franklin? (Elementary Science Trade Library)",Jean Fritz,Children's Books,0,698113721
John Quincy Adams (Profiles of the Presidents),Michael Burgan,Children's Books,0,756502543
"Bully for You, Teddy Roosevelt! (Unforgettable Americans)",Jean Fritz,Children's Books,0,698116097
Who Is Gloria Steinem? (Who Was...?),Sarah Fabiny,Children's Books,0,044848238X
"Will You Sign Here, John Hancock?",Jean Fritz,Children's Books,0,069811440X
"Just a Few Words, Mr. Lincoln (Penguin Young Readers, Level 4)",Jean Fritz,Children's Books,0,448401703
Meet Abraham Lincoln (Landmark Books),Barbara Cary,Children's Books,0,375803963
Presidents (Eyewitness Books),James David Barber,Children's Books,0,756649447
Who Was Woodrow Wilson?,Margaret Frith,Children's Books,0,448484285
Make Way for Sam Houston (Unforgettable Americans),Jean Fritz,Children's Books,0,698116461
A Picture Book of Rosa Parks (Picture Book Biographies) (Picture Book Biography),David A. Adler,Children's Books,0,082341177X
